 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
291526,199412,1201-1800,OMN,FL,,1,,800,,Marginal,4,,Dusk,800,,,FBO,Cessna 150,,1,Part 91,,Personal,,Initial Approach; Cruise; Other Emergency,Other Straight In,Class G OMN,,,,,,,,,,,,,,,,,,,,,,,,Fuel,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 58; Flight Crew Total 63; Flight Crew Type 49,,,,,291526,,,Other Other,Passenger,Other Other,,,,,,,Aircraft Equipment Problem Critical; Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter VFR In IMC; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken,,Human Factors,PVT PLT INVOLVED IN OFF ARPT; EMER FORCED LNDG.
292131,199412,1201-1800,SBP,CA,,4,,3500,,VMC,15,,Daylight,15000,,Center ZLA,FBO,Cessna 152,,1,Part 91,VFR,Training,,Cruise; Cruise,,Class E ZLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 25; Flight Crew Total 50; Flight Crew Type 50,,,,,292131,,,,,,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,General Declared Emergency,,Aircraft,SMA HAS ENG QUIT; OFF ARPT LNDG.
296870,199502,0601-1200,SSF,TX,,15,0,,,VMC,10,,Daylight,8000,,,FBO,Cessna 150,,2,Part 91,,Training,,Cruise; Descent; Descent; Cruise; Other Divert,,Class E SAT,,,,,,,,,,,,,,,,,,,,,,,,Engine Pressure Ratio Indicat,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor; Pilot Flying,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 110; Flight Crew Total 2200; Flight Crew Type 450,,,,,296870,,,Other Nonprofessional GA,Trainee,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Automation Aircraft Other Automation; Person Flight Crew,,General Declared Emergency,,Aircraft,INSTRUCTOR PLT MAKES OFF ARPT FORCED LNDG AFTER THE ENG LOST SUFFICIENT PWR TO NOT MAKE IT BACK TO THE ARPT. THERE WAS NO ACFT DAMAGE OR PERSONAL INJURIES.
297027,199502,1201-1800,FLL,FL,,8,0,,,VMC,,,Daylight,,,Tower FLL,Personal,Cessna 150,,1,Part 91,,Passenger,,Initial Climb; Landing; Landing; Other Emergency,,Class E FLL,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Unknown GA,Single Pilot; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 0; Flight Crew Total 8000; Flight Crew Type 4000,,,,,297027,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Automation Aircraft Other Automation; Person Flight Crew,,General None Reported / Taken; General Declared Emergency,,Aircraft,INFLT ENG SHUTDOWN LEADS TO AN OFF ARPT LNDG. EMER LNDG.
297085,199502,1201-1800,SSF; SAT,TX,,6,,1500,,VMC,6,,Daylight,5000,,,FBO,Cessna 150,,1,Part 91,,Training,,Cruise; Cruise; Other Emergency,,Class E SAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,FBO Personnel,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 30; Flight Crew Total 10000; Flight Crew Type 1500,,,,,297085,,,Other Nonprofessional GA,Single Pilot; Trainee; Pilot Flying,,Flight Crew Total 25; Flight Crew Type 25,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,,,,Aircraft,ACFT EQUIP PROB WITH SUBSEQUENT OFF ARPT EMER FORCED LNDG BRINGS LOGBOOK ACFT MAINT DISCREPANCY TO THE ATTN OF THE LCL FSDO.
297201,199502,1201-1800,ORL,FL,,3,,1000,,VMC,15,,Daylight,,,Tower ORL,Personal,Cessna 150,,1,Part 91,,Personal,,Landing; Landing; Initial Approach; Other Emergency,,Class D ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Single Pilot; Pilot Flying,Flight Crew Commercial,Flight Crew Last 90 Days 40; Flight Crew Total 1225; Flight Crew Type 75,,,,,297201,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged; General Declared Emergency,,Human Factors,FUEL EXHAUSTION -- OFF ARPT LNDG.
297515,199502,1201-1800,TEB; MMU,NJ,160,5,0,,,VMC,20,,Daylight,,,,FBO,Cessna 152,,1,Part 91,,Training,,Cruise; Other Low Level High Speed; Other Emergency,,Class G TEB,,,,,,,,,,,,,,,,,,,,,,,,Throttle/Power Lever,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor; Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 140; Flight Crew Total 965; Flight Crew Type 500,,,,,297511,,,Other Nonprofessional GA,Trainee,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged; General Declared Emergency; General None Reported / Taken; General Physical Injury / Incapacitation,,Aircraft,EMER OFF ARPT FORCED LNDG IN A C-152.
298470,199502,1201-1800,FRR,VA,,0,0,,,VMC,15,,Daylight,,,,FBO,Cessna 152,,1,Part 91,,Training,,Parked; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Parking Brake,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Total 1020,,,,,298470,,,Other Nonprofessional GA,Single Pilot; Pilot Flying,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken,,Human Factors,PARKING BRAKE NOT RELEASED PROPERLY; BRAKE ENGAGES DURING TAXI.
299084,199503,1201-1800,MYF,CA,,0,0,,,VMC,10,,Daylight,3500,,Tower MYF,FBO,Cessna 152,,1,Part 91,VFR,Training,,Parked; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 180; Flight Crew Total 490; Flight Crew Type 250,,,,,299084,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Other Unspecified,,,Automation Aircraft Other Automation; Person Air Traffic Control; Person Flight Crew,,General None Reported / Taken,,Aircraft,UNORTHODOX TAXI PROC.
299499,199503,1201-1800,ZZV,OH,,9,200,,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,,Passenger,,Other Emergency,,Class G ZZV,,,,,,,,,,,,,,,,,,,,,,,,Engine,,,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 77; Flight Crew Total 3446; Flight Crew Type 246,,,,,299499,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Overcame Equipment Problem,,Human Factors,C-150 HITS UNCHARTED PWR LINES WHILE RECOVERING FROM ENG FAILURE.
300219,199503,0601-1200,2XS3; DWH,TX,,,0,,,VMC,,,Daylight,,,Tower DWH,FBO,Cessna 152,,1,Part 91,,Personal,,Climb; Other Divert; Other Emergency,,Class G 2XS3,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 9; Flight Crew Total 386; Flight Crew Type 363,,,,,300219,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Automation Aircraft Other Automation; Person Flight Crew,,General Declared Emergency; General None Reported / Taken,,,WATER IN THE FUEL SYS CAUSES AN SMA TO DIVERT LAND AT A PVT ARPT.
300532,199503,0001-0600,ROC,NY,,20,,3500,,VMC,,,Night,,,Tower ROC,FBO,Cessna 150,,1,Part 91,,Personal,,Cruise; Cruise; Other Divert; Other Emergency,,Class D ROC; Class E ZOB,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 80; Flight Crew Total 1120; Flight Crew Type 200,,,,,300532,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Other Unspecified,,,Person Air Traffic Control; Person Flight Crew,,General Declared Emergency,,Aircraft,PRIMARY ELECTRICAL SUPPLY PROB IN A C-150 DURING A NIGHT OP.
301009,199504,1201-1800,MFV,VA,,5,0,,,VMC,30,,Daylight,,,,FBO,Cessna 150,,1,Part 91,,Training,,Initial Approach; Landing; Landing,,Class E MFV; Class G MFV,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 75; Flight Crew Total 2800; Flight Crew Type 750,,,,,301009,,,Other Nonprofessional GA,Trainee; Pilot Flying,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,Flight Crew Overcame Equipment Problem,,Aircraft,INFLT ENG SHUTDOWN - WHILE PRACTICING ENG OUT APCHS THE ENG QUIT AND THE PLTS LANDED OFF ARPT.
303918,199505,1201-1800,ISZ,OH,,4,0,,,VMC,12,,Daylight,25000,,,FBO,Cessna 152,,1,Part 91,,Training,,Landing; Cruise; Landing; Other Emergency,,Class E CVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 150; Flight Crew Total 800; Flight Crew Type 100,,,,,303918,,,Other Nonprofessional GA,Single Pilot; Trainee,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Other Unspecified,,,Person Flight Crew,,General Declared Emergency; General None Reported / Taken,,Human Factors,FUEL EXHAUSTION LEADS TO AN EMER FORCED OFF ARPT LNDG.
310138,199507,1801-2400,LZV,GA,,8,,3000,,VMC,5,,Daylight,,,Tower GVL,FBO,Cessna 152,,1,Part 91,,Personal,,Cruise; Cruise; Landing; Landing; Other Divert,,Class E GVL; Class G GVL,,,,,,,,,,,,,,,,,,,,,,,,Fuel,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 55; Flight Crew Total 109; Flight Crew Type 77,,,,,310138,,,,,,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,General Declared Emergency; General None Reported / Taken,,Human Factors,FUEL EXHAUSTION LEADS TO AN OFF ARPT LNDG.
310424,199506,0601-1200,MCC,CA,,,,2100,,VMC,,,Daylight,,,TRACON MCC,Personal,Cessna 150,,1,Part 91,VFR,Training,,Cruise; Cruise,,Class E MCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 25; Flight Crew Total 270; Flight Crew Type 250,,,,,310424,,,Other Compensated GA,Instructor,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Air Traffic Control; Person Flight Crew,,,,Aircraft,C150 HAS FAULTY ALTIMETER. ON IFR FLT TRAINING.
311631,199507,0601-1200,SNA,CA,,3,,6000,,VMC,7,,Daylight,,,TRACON LAX; Tower SNA,FBO,Cessna 152,,1,Part 91,,Personal,,Cruise; Cruise; Other Divert; Other Emergency,,Class E LAX,,,,,,,,,,,,,,,,,,,,,,,,Engine Indications,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Total 200,,,,,311631,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,General Declared Emergency,,Aircraft,PVT PLT DIVERSION TO ALTERNATE WHEN HIS C-152'S ENG STARTS TO RUN ROUGH AND SURGE.
311759,199508,0601-1200,VGT,NV,,,,6000,,VMC,40,,Daylight,,,,FBO,Cessna 152,,1,Part 91,,Training,,Landing; Cruise; Cruise; Landing; Other Emergency,,Class E LAS; Class G LAS,,,,,,,,,,,,,,,,,,,,,,,,Carburetor,,X,Malfunctioning; Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 7; Flight Crew Total 35,,,,,311759,,,Other Compensated GA,Single Pilot,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Loss Of Aircraft Control; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged,,Aircraft,A C-152 FLOWN BY A STUDENT PLT DEVELOPED CARB ICING. ACFT STALLED DURING FORCE LNDG ON THE HIGHWAY.
312279,199508,1801-2400,BMC,UT,,3,,8500,,VMC,20,,Night,,,TRACON SLC,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise; Cruise; Other Emergency; Other Divert,,Class E SLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Single Pilot; Pilot Flying,Flight Crew Flight Engineer; Flight Crew Flight Instructor; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 225; Flight Crew Total 20025; Flight Crew Type 50,,,,,312279,,,Other Other,Passenger,Other Other,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Other Unspecified,,,Person Flight Crew,,General None Reported / Taken,,Human Factors,FORCED LNDG. OUT OF GAS.
312574,199508,1201-1800,SJC,CA,,12,1000,,,VMC,30,,Daylight,,,,Personal,Cessna 152,,2,Part 91,,Training,,Cruise; Landing; Landing; Cruise; Other Emergency,,Class E OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 30; Flight Crew Total 6400; Flight Crew Type 4000,,,,,312574,,,Other Nonprofessional GA,Pilot Flying; Trainee,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Other / Unknown; Other Unspecified,,,Person Flight Crew,,General None Reported / Taken,,Aircraft,AN ACTUAL OFF ARPT FORCED LNDG WAS MADE DURING A DUAL TRAINING FLT WHEN THE ENG SPUTTERED DUE TO LACK OF FUEL.
314149,199508,1201-1800,SPA; 7A1,SC,242,21,,2500,,VMC,5,,Daylight,,,,FBO,Cessna 152,,1,Part 91,,Training,,Cruise; Cruise; Other Emergency; Other Other,,Class E GSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,Instructor; First Officer,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 250; Flight Crew Total 1800; Flight Crew Type 800,,,,,314149,,,Other Nonprofessional GA,Pilot Flying; Trainee; Single Pilot,Flight Crew Student,Flight Crew Total 10,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,,,Aircraft,INSTRUCTOR WITH SPI MAKES OFF ARPT LNDG WHEN PRACTICING EMER LNDGS.
315178,199509,1201-1800,TUL; 1H6,OK,160,5,,2000,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,,Personal,,Landing; Landing; Descent; Descent; Initial Approach,,Class C TUL,,,,,,,,,,,,,,,,,,,,,,,,Fuel Contents Indication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 30; Flight Crew Total 303; Flight Crew Type 40,,,,,315178,,,,,,,,,,,,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Flight Crew,,Aircraft Aircraft Damaged; General Declared Emergency; General None Reported / Taken,,Human Factors,ENG FAIL. OFF ARPT LNDG. SUSPECT FUEL STARVATION.
316619,199509,1201-1800,PAO,CA,,2,,1500,,VMC,13,,Daylight,25000,,Tower PAO,Personal,Cessna 152,,1,Part 91,,Personal,,Climb; Other Pattern,,Class D PAO,,,,,,,,,,,,,,,,,,,,,,,,Transponder,,X,Malfunctioning,,,Cheetah; Tiger; Traveler AA5 Series,,1,Part 91,,,,Cruise; Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,,,,,,316619,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Other Unspecified,Horizontal 150; Vertical 0,,Person Flight Crew,,Flight Crew Took Evasive Action,,Human Factors,NMAC BTWN A SMA SEL ON XWIND LEG AFTER TKOF AND A SMA SEL TRANSITING THROUGH THE ARPT AREA.
316894,199509,1201-1800,CRQ,CA,,3,0,,,VMC,,,,,,Tower CRQ,,Cessna 152,,1,Part 91,VFR,Personal,,Landing; Landing; Cruise; Cruise; Other Divert,,,,,,,,,,,,,,,,,,,,,,,,,,Fuel,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 75; Flight Crew Total 180; Flight Crew Type 30,,,,,316894,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter CFTT / CFIT; Other Unspecified,,,Automation Aircraft Other Automation; Person Flight Crew,,General None Reported / Taken,,Human Factors,FUEL EXHAUSTION RESULTING IN OFF ARPT LNDG.
317250,199509,0601-1200,DPA,IL,,,,,,VMC,,,Daylight,,,,FBO,Cessna 152,,1,Part 91,,Training,,Cruise; Cruise; Takeoff / Launch; Landing; Landing,,Class E DPA,,,,,,,,,,,,,,,,,,,,,,,,Stall Warning System,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Compensated GA,First Officer; Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 150; Flight Crew Total 2050; Flight Crew Type 120,,,,,317250,,,Other Nonprofessional GA,Pilot Flying; Trainee; Single Pilot,Flight Crew Student,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Other / Unknown,,,Person Flight Crew,,General None Reported / Taken,,Aircraft,SMA FLOWN WITH INOP STALL WARNING HORN. MEL REQUIREMENTS.
318430,199510,1201-1800,ABI,TX,,20,,6500,,VMC,,,Daylight,,,TRACON ABI,FBO,Cessna 152,,1,Part 91,VFR,Training,,Cruise; Cruise,,Class E ABI,,,,,,,,,,,,,,,,,,,,,,,,Transponder,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 140; Flight Crew Total 155; Flight Crew Type 136,,,,,318430,,,Government,Approach,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Other Unspecified,,,Person Air Traffic Control,,General None Reported / Taken,,Aircraft,PVT PLT ON A XCOUNTRY TRAINING FLT WAS INFORMED BY ATC THAT HIS XPONDER WAS NOT WORKING.
318708,199510,1201-1800,INT,NC,,0,0,,,VMC,,,Daylight,,,Tower INT,FBO,Cessna 150,,1,Part 91,VFR,Training,,Parked; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Single Pilot; Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 13,,,,,318708,,,Government,Ground,Other Other,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Clearance; Ground Incursion Runway; Other Unspecified,,,Person Air Traffic Control,,Aircraft Equipment Problem Dissipated; Flight Crew Overcame Equipment Problem,,Human Factors,STUDENT PLT FAILS TO HOLD SHORT OF A RWY DURING TAXI TO PARKING DUE TO LOST COMS.
320600,199511,1201-1800,RNT; S50,WA,,2,,1500,,VMC,4,,Daylight,4000,,Tower RNT,,Cessna 152,,1,Part 91,VFR,Personal,,Cruise; Cruise,,Class D RNT,,,,,,,,,,,,,,,,,,,,,,,,Air/Ground Communication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 22; Flight Crew Total 87; Flight Crew Type 87,,,,,320600,,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Other Airspace Violation Entry or Exit,,,Automation Aircraft Other Automation; Person Flight Crew,,,,Aircraft,PVT PLT OF AN SMA SEL EXPERIENCED RADIO COMS FAILURE AND SQUAWKED 7600 WHILE ERRONEOUSLY PENETRATING CLASS D AIRSPACE.
321926,199511,1201-1800,HWD,CA,,5,,1800,,VMC,50,,Daylight,20000,,Tower HWD,Personal,Cessna 152,,1,Part 91,,Personal,,Climb,,Class D HWD,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 5; Flight Crew Total 95; Flight Crew Type 90,,,,,321926,,,Other Nonprofessional GA,Passenger,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 100; Flight Crew Total 1950; Flight Crew Type 200,,,,,321925,Aircraft Equipment Problem Critical; Other Unspecified,,,Person Other Person,,General Declared Emergency; General None Reported / Taken,,Aircraft,PVT PLT RPTR EXPERIENCES PARTIAL PWR LOSS. RPTR DECLARES EMER AND MAKES FORCED OFF ARPT LNDG.
323241,199512,0601-1200,SLC,UT,,,0,,,VMC,50,,Daylight,,,Tower SLC,FBO,Cessna 152,,1,Part 91,,Training,,Initial Approach; Landing; Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Fuel Quantity-Pressure Indication,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Nonprofessional GA,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 150; Flight Crew Total 1200; Flight Crew Type 300,,,,,323241,,,Other Nonprofessional GA,,Flight Crew Private,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Other Unspecified,,,Automation Aircraft Other Automation; Person Flight Crew,,General Declared Emergency; General None Reported / Taken,,Human Factors,SMALL ACFT PLT; RELYING ON OBSERVER PLT TO COMPUTE PROPER FUEL TIME. NEITHER NOTICED FUEL GAUGES READING EMPTY AND ACFT FORCED TO LAND OFF ARPT DUE TO FUEL STARVATION.
